id,title,company,location,salary_min,salary_max,description,year,apply_url
CBTD-12827376-26-SJ,Medical Records Technician - Coder Outpatient,Veterans Health Administration,"White River Junction, Vermont",62664,81469,"This Medical Records Technician - Coder Outpatient is located in the Health Information Management (HIM) section at the White River Junction VA Medical Center. The MRTs (Coder) are skilled in classifying medical data from patient health records in the hospital setting, and/or physician-based settings, such as physician offices, group practices, multi-specialty clinics, and specialty centers.",2020,https://www.usajobs.gov:443/job/849881800
IHSC-COA-PMO-O5-NS-2026,"Personnel Management Officer, Chief of Administration (O-5 Billet) Non-Supervisory",Immigration and Customs Enforcement,"Washington, District of Columbia",1,150000,"The Personnel Management Officer supports the IHSC Chief of Administration by managing human capital activities for over 1,600 employees, including civil servants, USPHS officers, and contractors. Responsibilities include recruitment, staffing, training, and data analysis. The role involves collaboration with senior officials, and ensuring compliance with policies. This position is only open to current USPHS officers USPHS Call to Active Duty (CAD) candidates are not eligible for this position.",2020,https://www.usajobs.gov:443/job/851579100
IHSC-FHPM-BGVA-O5-NS-2026,Facility Healthcare Program Manager (O-5 Billet) Non-Supervisory,Immigration and Customs Enforcement,"Bowling Green, Virginia",1,150000,"The Facility Healthcare Program Manager (FHPM) oversees clinical programs at medium-to-large ICE Health Service Corps facilities, ensuring compliance with IHSC policies, accreditation standards, and emergency preparedness. Duties include managing risk, quality improvement, accreditation, and training programs. Requires a master's degree, 5+ years of experience, and CPR/BLS certification. Travel up to 25%. This position is only open to USPHS officers who are currently IHSC employees.",2020,https://www.usajobs.gov:443/job/850780600
DC-12829560-AF-25-028,ELECTRONIC INTEGRATED SYSTEMS MECHANIC (TITLE 32),Air National Guard Units,"Andrews AFB, Maryland",49.24,57.46,"District of Columbia Air National Guard Joint Base Andrews, MD ELECTRONIC INTEGRATED SYSTEMS MECHANIC WG-2610-13 Group 3- Current or former uniformed service members (Active, Reserve, Guard) nationwide who are eligible for military membership in the (DCANG) **THIS IS NOT A CIVILIAN POSITION. MILITARY MEMBERSHIP IS REQUIRED**",2020,https://www.usajobs.gov:443/job/850865600
CBSW-12845237-26-CMM,Home Telehealth Care Coordinator,Veterans Health Administration,"Reno, Nevada",86707,161448,"Provides care and counseling of persons in the promotion and maintenance of health and prevention of illness and injury based upon the nursing process which includes systematic data gathering, assessment, appropriate nursing judgment, and evaluation of human responses to actual or potential health problems through such services as case finding, health teaching, health counseling; provision of care supportive to or restorative of life and well-being; and executing medical regimens.",2020,https://www.usajobs.gov:443/job/851733000
IA-12846119-AR-26-045,BUDGET ANALYST,Army National Guard Units,"Camp Dodge Military Reservation, Iowa",61607,80087,"IOWA ARMY NATIONAL GUARD - TITLE 32 EXCEPTED SERVICE POSITION This position is open to current on-board Title 5 and Title 32 employees of the Iowa Army National Guard. Military membership is required. LOCATION: G3, Johnston, IA",2020,https://www.usajobs.gov:443/job/851934500
CBSU-12832265-26-DMG,Medical Support Assistant,Veterans Health Administration,"Billings, Montana",43894,71658,"The Medical Support Assistant functions such as an initial point of contact for units, clinics, patients, call centers, or Care in the Community (CITC). Responsibilities include, but not limited to, scheduling patient appointments, tracking, reviewing, and responding to electronic orders, consults, and other elements in the electronic medical records and medical systems. Work requires a knowledge of computerized data entry, information processing systems and software related to patient care.",2020,https://www.usajobs.gov:443/job/849969700
CBSU-12832863-26-DMG26,Medical Support Assistant,Veterans Health Administration,"Fort Harrison, Montana",43894,71658,"The Medical Support Assistant functions such as an initial point of contact for units, clinics, patients, call centers, or Care in the Community (CITC). Responsibilities include, but not limited to, scheduling patient appointments, tracking, reviewing, and responding to electronic orders, consults, and other elements in the electronic medical records and medical systems. Work requires a knowledge of computerized data entry, information processing systems and software related to patient care.",2020,https://www.usajobs.gov:443/job/850203700
CBSU-12842621-26-DMG,Medical Support Assistant,Veterans Health Administration,"Fort Harrison, Montana",43894,71658,"The Medical Support Assistant functions such as an initial point of contact for units, clinics, patients, call centers, or Care in the Community (CITC). Responsibilities include, but not limited to, scheduling patient appointments, tracking, reviewing, and responding to electronic orders, consults, and other elements in the electronic medical records and medical systems. Work requires a knowledge of computerized data entry, information processing systems and software related to patient care.",2020,https://www.usajobs.gov:443/job/851144900
CBSX-12845813-26-AH,Medical Records Technician (Coder),Veterans Health Administration,"Albuquerque, New Mexico",61774,80305,"This position is located in the Health Information Management (HIM) section at the New Mexico VA Medical Center. MRTs (Coder) are skilled in classifying medical data from patient health records in the hospital setting, and/or physician-based settings, such as physician offices, group practices, multi-specialty clinics, and specialty centers. These coding practitioners analyze and abstract patients' health records and assign alpha-numeric codes for each diagnosis and procedure. Auditor and CDIS.",2020,https://www.usajobs.gov:443/job/851661200
26-DTS-12846996,Information Technology Specialist (Network Services),Administrative Office of the U.S. Courts,"Washington, District of Columbia",101402,190061,"This position is in the Department of Technology Services, Enterprise Operations Center, Infrastructure Operations Division (IOD), Security Infrastructure Branch (SIB). The IOD is responsible for the management and maintenance of IT services, systems, and national data, voice, and video applications and infrastructure. SIB ensures the Judiciary's security infrastructure is robust, resilient, and meets the courts' operational needs while maintaining system integrity and security.",2020,https://www.usajobs.gov:443/job/851930500
CADHAOC-26-12847251-KP,Supervisory Wildland Firefighter (Engine Captain),Bureau of Land Management,"Alturas, California",66948,87038,"Explore a new career with the BLM - where our people are our most precious resource. We expect to fill (4) four vacancies at this time in the following locations: (2) Two vacancies: Alturas, CA Cedarville, CA Doyle, CA Susanville, CA (1) One vacancy: Topaz, CA (1) One vacancy: Lee Vining, CA This is a Direct-Hire advertisement. Veterans preference is not applicable. Learn more at: https://www.opm.gov/policy-data-oversight/hiring-information/direct-hire-authority/#url=Fact-Sheet",2020,https://www.usajobs.gov:443/job/852006400
EXRD-OCIO-26-12840098,Chief Information Officer,Patent and Trademark Office,"Alexandria, Virginia",208364,225700,"All applicants will be assessed for executive competency against the five mandatory Executive Core Qualifications (ECQs). If your two-page resume does not reflect demonstrated evidence of the ECQs and PTQs, you will not receive further consideration for the position. Applicants are strongly encouraged to review current information regarding ECQ. For more information regarding the SES and ECQs, please visit the Executive Core Qualifications page.",2020,https://www.usajobs.gov:443/job/851191600
