skill_id,skill_name,category,difficulty_level,popularity_score,required_frequency,certification,avg_salary_effect,created_at,updated_at
1283,Machine Learning,Visualization,Medium,15,290,culture Certificate,99,2/16/2022,9/25/2025
1284,Machine Learning,Machine Learning,Hard,49,422,lawyer Certificate,354,10/25/2022,3/7/2025
1285,Docker,Programming,Medium,91,401,body Certificate,390,11/7/2023,12/26/2024
1286,NLP,Visualization,Medium,71,382,serve Certificate,285,1/15/2021,8/20/2025
1287,Data Modeling,Statistics,Easy,59,492,report Certificate,203,5/19/2023,11/21/2025
1288,Kubernetes,Machine Learning,Easy,11,10,likely Certificate,105,5/19/2024,1/27/2025
1289,Hadoop,Cloud,Hard,73,393,born Certificate,322,6/23/2021,12/17/2024
1290,Deep Learning,Cloud,Easy,63,344,cup Certificate,489,5/10/2024,1/29/2025
1291,AWS,Machine Learning,Easy,5,33,tough Certificate,122,10/9/2022,11/9/2025
1292,Kubernetes,Cloud,Hard,35,416,both Certificate,462,1/3/2022,1/11/2025
1293,NLP,Statistics,Hard,29,109,store Certificate,60,3/1/2022,11/8/2025
1294,Tableau,Visualization,Easy,49,340,social Certificate,109,9/20/2022,10/12/2025
1295,Tableau,Statistics,Medium,24,127,plant Certificate,347,12/29/2022,7/24/2025
1296,Data Modeling,Data Engineering,Medium,38,339,stand Certificate,281,7/3/2022,5/10/2025
1297,SQL,Cloud,Easy,53,293,since Certificate,40,11/9/2022,1/9/2025
1298,Spark,Cloud,Hard,54,481,far Certificate,452,9/15/2023,10/29/2025
1299,Docker,Programming,Easy,76,431,similar Certificate,182,6/9/2024,9/6/2025
1300,Azure,Data Engineering,Medium,44,119,give Certificate,261,2/17/2021,3/18/2025
1301,Docker,Data Engineering,Easy,43,53,stand Certificate,336,4/21/2023,7/3/2025
1302,NLP,Cloud,Medium,43,348,boy Certificate,75,9/8/2022,11/1/2025
1303,Azure,Machine Learning,Medium,16,16,certainly Certificate,454,5/11/2024,4/6/2025
1304,Data Modeling,Machine Learning,Easy,32,478,glass Certificate,380,8/5/2021,8/16/2025
1305,AWS,Cloud,Hard,56,335,take Certificate,276,7/21/2022,4/30/2025
1306,Tableau,Cloud,Medium,8,23,marriage Certificate,144,6/28/2021,5/27/2025
1307,Python,Cloud,Medium,45,275,computer Certificate,135,12/6/2023,7/3/2025
1308,GCP,Machine Learning,Easy,90,385,paper Certificate,391,11/7/2021,8/8/2025
1309,Tableau,Programming,Medium,42,358,indeed Certificate,158,7/28/2023,12/8/2025
1310,Tableau,Data Engineering,Easy,19,9,at Certificate,361,7/18/2024,12/6/2025
1311,Kubernetes,Cloud,Hard,37,149,official Certificate,239,12/12/2021,3/17/2025
1312,Tableau,Machine Learning,Easy,39,74,affect Certificate,455,7/6/2022,11/13/2025
1313,GCP,Cloud,Easy,1,449,pretty Certificate,299,9/29/2021,11/25/2025
1314,AWS,Programming,Medium,46,157,left Certificate,231,4/2/2023,11/29/2025
1315,Hadoop,Statistics,Medium,59,454,test Certificate,385,12/31/2020,6/22/2025
1316,Data Modeling,Statistics,Easy,51,190,military Certificate,16,1/25/2022,3/18/2025
1317,Data Modeling,Machine Learning,Medium,98,279,station Certificate,417,4/27/2023,12/29/2024
1318,SQL,Cloud,Medium,3,140,discover Certificate,320,3/30/2023,1/30/2025
1319,Kubernetes,Statistics,Medium,76,299,boy Certificate,204,3/1/2024,3/26/2025
1320,PowerBI,Data Engineering,Hard,34,492,expect Certificate,472,9/7/2024,7/11/2025
1321,Python,Data Engineering,Medium,20,195,scene Certificate,440,3/29/2022,7/17/2025
1322,Kubernetes,Statistics,Hard,72,247,special Certificate,149,4/12/2023,1/4/2025
1323,Tableau,Data Engineering,Easy,77,127,music Certificate,274,6/3/2021,2/4/2025
1324,Azure,Programming,Easy,100,34,husband Certificate,68,12/16/2020,12/31/2024
1325,Tableau,Visualization,Easy,33,141,gas Certificate,77,4/18/2021,4/27/2025
1326,Data Modeling,Programming,Easy,94,482,them Certificate,260,7/1/2024,7/17/2025
1327,GCP,Statistics,Medium,96,213,billion Certificate,203,12/20/2020,11/15/2025
1328,GCP,Machine Learning,Hard,10,368,feeling Certificate,399,4/9/2023,9/25/2025
1329,Azure,Visualization,Medium,4,80,according Certificate,287,11/16/2021,7/11/2025
1330,Python,Data Engineering,Medium,72,345,south Certificate,10,5/26/2022,5/23/2025
1331,Deep Learning,Data Engineering,Easy,85,394,hear Certificate,76,4/18/2024,1/28/2025
1332,PowerBI,Programming,Hard,91,261,who Certificate,477,4/17/2021,2/13/2025
1333,Machine Learning,Machine Learning,Easy,91,285,skin Certificate,337,3/25/2022,2/13/2025
1334,Hadoop,Data Engineering,Medium,85,425,use Certificate,213,10/11/2024,9/7/2025
1335,AWS,Visualization,Medium,30,120,real Certificate,481,7/21/2023,5/28/2025
1336,SQL,Data Engineering,Easy,86,295,physical Certificate,279,4/4/2022,10/24/2025
1337,SQL,Visualization,Medium,76,193,order Certificate,105,10/9/2022,9/28/2025
1338,Python,Data Engineering,Easy,86,414,if Certificate,350,1/10/2022,7/7/2025
1339,Tableau,Statistics,Easy,7,438,guy Certificate,190,3/17/2021,6/22/2025
1340,Kubernetes,Cloud,Easy,21,318,almost Certificate,144,7/8/2022,4/8/2025
1341,Hadoop,Cloud,Medium,60,424,land Certificate,33,4/27/2024,9/13/2025
1342,Tableau,Programming,Easy,81,246,truth Certificate,34,4/11/2021,5/19/2025
1343,Data Modeling,Data Engineering,Hard,60,69,country Certificate,491,9/20/2022,2/6/2025
1344,Spark,Data Engineering,Medium,84,43,car Certificate,81,7/27/2022,4/16/2025
1345,PowerBI,Data Engineering,Medium,96,465,thousand Certificate,40,9/24/2022,9/30/2025
1346,Machine Learning,Programming,Easy,93,207,moment Certificate,44,6/15/2022,3/21/2025
1347,PowerBI,Cloud,Medium,88,34,important Certificate,144,4/23/2021,10/30/2025
1348,PowerBI,Statistics,Medium,18,394,community Certificate,71,4/23/2021,12/28/2024
1349,Python,Programming,Medium,78,395,peace Certificate,435,11/4/2022,5/1/2025
1350,Python,Statistics,Hard,43,45,available Certificate,75,8/23/2023,1/12/2025
1351,Python,Machine Learning,Easy,79,312,former Certificate,103,9/3/2023,2/26/2025
1352,AWS,Machine Learning,Easy,54,443,soon Certificate,483,5/24/2023,12/7/2025
1353,Tableau,Cloud,Easy,67,499,bar Certificate,243,3/7/2022,6/11/2025
1354,PowerBI,Visualization,Hard,79,22,on Certificate,63,4/28/2023,9/14/2025
1355,PowerBI,Visualization,Hard,56,300,open Certificate,440,1/25/2023,1/9/2025
1356,Docker,Programming,Easy,35,310,red Certificate,17,4/6/2023,3/25/2025
1357,Machine Learning,Programming,Hard,78,63,must Certificate,304,3/9/2022,10/27/2025
1358,GCP,Visualization,Easy,53,362,military Certificate,427,2/17/2024,7/20/2025
1359,Python,Machine Learning,Medium,24,40,upon Certificate,171,7/13/2022,7/4/2025
1360,Hadoop,Data Engineering,Medium,31,471,summer Certificate,104,5/22/2023,4/9/2025
1361,Kubernetes,Data Engineering,Hard,1,375,painting Certificate,285,3/26/2022,9/7/2025
1362,AWS,Visualization,Hard,68,299,east Certificate,453,10/31/2022,8/19/2025
1363,Machine Learning,Programming,Medium,50,168,compare Certificate,360,3/5/2021,6/26/2025
1364,Spark,Cloud,Easy,46,207,history Certificate,476,8/20/2021,3/8/2025
1365,Tableau,Visualization,Easy,47,137,human Certificate,456,12/21/2022,5/23/2025
1366,SQL,Machine Learning,Medium,55,461,author Certificate,189,4/3/2021,1/20/2025
1367,Python,Cloud,Easy,65,154,cost Certificate,255,2/15/2024,8/18/2025
1368,Kubernetes,Programming,Medium,24,317,direction Certificate,185,8/16/2021,4/15/2025
1369,PowerBI,Programming,Medium,29,323,consumer Certificate,237,10/25/2022,9/10/2025
1370,AWS,Programming,Hard,48,227,animal Certificate,30,3/29/2024,3/29/2025
1371,Azure,Data Engineering,Medium,72,131,sing Certificate,156,10/6/2023,5/3/2025
1372,Tableau,Cloud,Medium,94,154,sea Certificate,451,4/26/2022,4/26/2025
1373,Hadoop,Programming,Easy,62,70,suffer Certificate,160,12/19/2022,8/23/2025
1374,Hadoop,Data Engineering,Medium,81,286,pick Certificate,179,7/19/2024,2/27/2025
1375,Data Modeling,Data Engineering,Hard,2,202,world Certificate,392,9/21/2022,8/22/2025
1376,Tableau,Programming,Easy,11,178,method Certificate,393,5/24/2021,9/18/2025
1377,NLP,Statistics,Hard,58,229,first Certificate,127,4/9/2022,10/6/2025
1378,PowerBI,Programming,Easy,57,46,company Certificate,484,5/15/2021,11/1/2025
1379,PowerBI,Visualization,Hard,9,494,own Certificate,84,12/21/2023,8/29/2025
1380,Python,Data Engineering,Hard,7,8,million Certificate,355,1/9/2022,4/14/2025
1381,NLP,Machine Learning,Medium,50,121,down Certificate,81,11/27/2024,3/22/2025
1382,Hadoop,Programming,Hard,51,280,perhaps Certificate,474,7/3/2023,4/15/2025
1383,Azure,Visualization,Easy,64,208,wish Certificate,157,7/22/2022,11/14/2025
1384,GCP,Cloud,Easy,72,281,sell Certificate,219,9/6/2023,4/6/2025
1385,Python,Data Engineering,Medium,40,158,increase Certificate,295,6/11/2021,11/20/2025
1386,Data Modeling,Cloud,Medium,34,100,perhaps Certificate,111,1/14/2022,11/11/2025
1387,Tableau,Data Engineering,Hard,19,427,return Certificate,424,3/12/2024,9/11/2025
1388,Docker,Programming,Easy,92,185,discuss Certificate,490,10/2/2023,6/16/2025
1389,Data Modeling,Visualization,Easy,64,437,these Certificate,252,7/11/2023,10/12/2025
1390,Data Modeling,Machine Learning,Easy,41,158,little Certificate,387,3/13/2024,1/28/2025
1391,Azure,Cloud,Medium,26,351,key Certificate,113,3/11/2022,2/14/2025
1392,Machine Learning,Cloud,Easy,7,489,their Certificate,132,1/14/2021,7/18/2025
1393,Kubernetes,Statistics,Easy,100,279,build Certificate,207,11/3/2021,3/12/2025
1394,PowerBI,Programming,Medium,95,217,material Certificate,275,8/11/2022,5/27/2025
1395,Python,Statistics,Hard,27,229,would Certificate,331,1/23/2023,10/2/2025
1396,Hadoop,Machine Learning,Easy,68,163,development Certificate,307,1/28/2024,3/23/2025
1397,Azure,Statistics,Medium,46,395,arrive Certificate,185,5/5/2024,12/13/2024
1398,Docker,Data Engineering,Medium,22,222,economic Certificate,342,2/24/2023,7/9/2025
1399,Kubernetes,Programming,Easy,6,224,bit Certificate,360,6/20/2021,8/18/2025
1400,Python,Machine Learning,Medium,83,282,game Certificate,228,2/19/2024,4/5/2025
1401,Kubernetes,Data Engineering,Hard,48,69,artist Certificate,232,7/20/2021,12/25/2024
1402,SQL,Statistics,Easy,71,329,quite Certificate,155,4/22/2024,4/18/2025
1403,NLP,Statistics,Easy,64,228,thank Certificate,474,6/13/2024,6/16/2025
1404,Tableau,Machine Learning,Medium,78,91,top Certificate,59,9/7/2024,7/9/2025
1405,Deep Learning,Visualization,Hard,85,20,who Certificate,35,2/12/2024,1/26/2025
1406,Deep Learning,Programming,Hard,88,143,information Certificate,483,6/21/2024,4/9/2025
1407,Azure,Visualization,Easy,90,148,sure Certificate,221,12/26/2020,11/25/2025
1408,AWS,Data Engineering,Medium,29,38,trade Certificate,263,7/2/2022,7/11/2025
1409,Azure,Programming,Medium,8,257,little Certificate,80,10/12/2023,11/17/2025
1410,Docker,Cloud,Medium,22,67,season Certificate,409,8/14/2021,8/17/2025
1411,Machine Learning,Cloud,Easy,17,184,stay Certificate,55,3/23/2021,8/8/2025
1412,NLP,Cloud,Medium,70,294,movie Certificate,397,7/3/2024,9/15/2025
1413,Azure,Programming,Medium,76,178,writer Certificate,414,8/19/2021,12/9/2025
1414,Tableau,Machine Learning,Medium,1,278,pick Certificate,432,7/2/2022,12/31/2024
1415,Docker,Programming,Hard,81,37,around Certificate,11,10/30/2023,12/13/2024
1416,AWS,Programming,Easy,83,201,treatment Certificate,149,10/3/2023,5/14/2025
1417,Azure,Programming,Hard,2,238,response Certificate,286,7/15/2023,10/30/2025
1418,AWS,Machine Learning,Easy,18,416,old Certificate,204,3/31/2024,1/11/2025
1419,Tableau,Programming,Easy,82,319,door Certificate,217,11/2/2023,4/25/2025
1420,Python,Data Engineering,Medium,37,172,character Certificate,401,9/29/2021,7/29/2025
1421,GCP,Cloud,Medium,37,370,whom Certificate,328,3/14/2022,9/11/2025
1422,NLP,Visualization,Hard,17,455,budget Certificate,226,7/23/2024,1/27/2025
1423,Deep Learning,Statistics,Easy,15,315,heavy Certificate,42,1/26/2021,10/25/2025
1424,Kubernetes,Visualization,Medium,66,489,born Certificate,402,9/2/2022,6/16/2025
1425,Spark,Visualization,Hard,59,56,month Certificate,306,10/1/2024,7/4/2025
1426,Spark,Programming,Hard,66,466,challenge Certificate,326,12/16/2022,4/24/2025
1427,GCP,Data Engineering,Hard,25,341,throw Certificate,82,12/18/2022,2/13/2025
1428,AWS,Statistics,Medium,48,316,standard Certificate,70,3/2/2022,4/15/2025
1429,NLP,Machine Learning,Medium,89,165,walk Certificate,464,7/31/2021,4/20/2025
1430,Spark,Cloud,Hard,5,104,allow Certificate,226,1/12/2024,7/31/2025
1431,Spark,Programming,Easy,94,41,operation Certificate,79,8/20/2023,5/23/2025
1432,Docker,Visualization,Easy,7,87,upon Certificate,156,1/2/2024,7/27/2025
1433,Spark,Visualization,Easy,63,190,teach Certificate,365,10/4/2021,10/28/2025
1434,Deep Learning,Data Engineering,Hard,79,73,hold Certificate,230,10/25/2023,6/28/2025
1435,NLP,Visualization,Hard,77,266,north Certificate,122,12/3/2024,12/2/2025
1436,NLP,Statistics,Hard,70,497,school Certificate,221,4/3/2022,10/26/2025
1437,Tableau,Machine Learning,Hard,78,314,sort Certificate,465,1/8/2023,6/14/2025
1438,Docker,Machine Learning,Hard,29,105,age Certificate,31,12/1/2021,2/25/2025
1439,Tableau,Data Engineering,Medium,76,317,line Certificate,160,11/5/2022,9/18/2025
1440,Spark,Cloud,Medium,38,94,suddenly Certificate,399,1/6/2022,10/4/2025
1441,Data Modeling,Statistics,Medium,71,492,well Certificate,167,9/2/2024,12/19/2024
1442,Deep Learning,Programming,Easy,17,434,talk Certificate,15,10/17/2023,2/16/2025
1443,PowerBI,Cloud,Medium,51,258,determine Certificate,318,7/3/2024,5/18/2025
1444,GCP,Statistics,Easy,73,435,usually Certificate,375,3/20/2022,8/3/2025
1445,Data Modeling,Statistics,Medium,93,13,wrong Certificate,317,6/26/2022,2/6/2025
1446,Docker,Statistics,Medium,42,251,cup Certificate,218,10/19/2022,11/6/2025
1447,PowerBI,Statistics,Medium,8,431,police Certificate,42,8/18/2024,4/27/2025
1448,Deep Learning,Visualization,Hard,12,85,kind Certificate,46,5/19/2022,7/15/2025
1449,Machine Learning,Machine Learning,Easy,84,190,industry Certificate,385,8/31/2021,10/19/2025
1450,Machine Learning,Cloud,Easy,8,225,send Certificate,465,1/2/2022,9/22/2025
1451,PowerBI,Data Engineering,Hard,93,256,air Certificate,386,10/20/2022,8/25/2025
1452,Hadoop,Machine Learning,Easy,75,91,fact Certificate,400,10/23/2022,2/7/2025
1453,NLP,Cloud,Hard,41,209,them Certificate,87,10/10/2022,8/4/2025
1454,Python,Data Engineering,Hard,35,351,big Certificate,196,10/23/2022,3/23/2025
1455,Data Modeling,Cloud,Hard,37,464,national Certificate,110,10/20/2024,12/23/2024
1456,AWS,Visualization,Hard,52,233,heart Certificate,144,1/22/2023,10/2/2025
1457,NLP,Statistics,Easy,33,477,very Certificate,61,6/3/2023,11/7/2025
1458,PowerBI,Cloud,Hard,81,228,left Certificate,399,4/6/2022,10/31/2025
1459,Hadoop,Visualization,Easy,81,407,fear Certificate,41,4/3/2021,9/5/2025
1460,Tableau,Cloud,Medium,49,53,consider Certificate,307,11/26/2021,11/10/2025
1461,AWS,Machine Learning,Hard,96,94,very Certificate,427,11/25/2024,9/3/2025
1462,Python,Cloud,Hard,1,423,education Certificate,291,4/9/2024,3/14/2025
1463,Kubernetes,Statistics,Medium,58,66,indeed Certificate,484,4/17/2021,2/28/2025
1464,Deep Learning,Machine Learning,Medium,7,100,eye Certificate,309,7/8/2021,4/1/2025
1465,Hadoop,Data Engineering,Hard,9,383,scene Certificate,347,10/1/2022,2/5/2025
1466,Hadoop,Programming,Hard,39,416,make Certificate,76,11/26/2022,6/22/2025
1467,AWS,Programming,Hard,34,284,notice Certificate,467,5/16/2024,2/23/2025
1468,SQL,Visualization,Medium,34,139,management Certificate,208,11/5/2022,10/26/2025
1469,Azure,Machine Learning,Hard,83,309,finish Certificate,149,11/28/2024,6/25/2025
1470,Machine Learning,Statistics,Hard,21,150,paper Certificate,46,12/1/2024,5/27/2025
1471,AWS,Visualization,Easy,76,246,grow Certificate,273,5/28/2024,3/9/2025
1472,Data Modeling,Machine Learning,Hard,66,411,by Certificate,52,9/3/2024,1/3/2025
1473,Hadoop,Machine Learning,Hard,45,309,pick Certificate,296,9/11/2022,10/4/2025
1474,Azure,Data Engineering,Easy,79,38,not Certificate,484,9/18/2021,8/11/2025
1475,Docker,Machine Learning,Hard,21,463,personal Certificate,371,3/18/2022,5/17/2025
1476,Spark,Cloud,Easy,88,32,catch Certificate,333,10/3/2024,9/14/2025
1477,Tableau,Visualization,Hard,5,383,rich Certificate,56,1/24/2024,12/12/2024
1478,Azure,Data Engineering,Medium,90,184,these Certificate,395,8/26/2021,6/17/2025
1479,Tableau,Statistics,Easy,59,82,center Certificate,461,10/16/2022,6/23/2025
1480,Spark,Cloud,Easy,2,12,amount Certificate,213,10/10/2021,2/6/2025
1481,Hadoop,Machine Learning,Medium,99,17,common Certificate,30,11/28/2022,8/23/2025
1482,PowerBI,Data Engineering,Easy,25,391,back Certificate,157,9/26/2022,6/7/2025
1483,SQL,Machine Learning,Hard,11,227,agent Certificate,286,8/25/2022,10/2/2025
1484,Data Modeling,Machine Learning,Medium,78,311,ok Certificate,135,8/19/2023,11/12/2025
1485,Hadoop,Cloud,Hard,87,130,business Certificate,236,2/8/2021,1/26/2025
1486,Hadoop,Cloud,Medium,64,413,court Certificate,142,11/13/2022,5/31/2025
1487,Kubernetes,Data Engineering,Easy,41,270,positive Certificate,283,7/27/2022,10/13/2025
1488,Python,Machine Learning,Easy,15,494,chance Certificate,374,5/30/2024,5/27/2025
1489,Data Modeling,Data Engineering,Medium,53,65,also Certificate,105,5/28/2024,10/18/2025
1490,GCP,Programming,Medium,33,243,do Certificate,64,10/20/2024,1/26/2025
1491,Deep Learning,Cloud,Hard,48,78,about Certificate,345,6/27/2024,8/24/2025
1492,NLP,Programming,Medium,62,124,under Certificate,88,5/25/2021,7/14/2025
1493,Azure,Programming,Easy,23,215,prepare Certificate,342,6/19/2022,12/19/2024
1494,Docker,Visualization,Easy,39,326,thousand Certificate,51,4/23/2023,11/26/2025
1495,SQL,Cloud,Medium,11,272,south Certificate,351,12/7/2022,5/18/2025
1496,Azure,Statistics,Hard,56,163,person Certificate,292,1/21/2021,1/7/2025
1497,Deep Learning,Visualization,Hard,15,407,none Certificate,176,6/21/2022,7/13/2025
1498,Docker,Programming,Easy,7,352,campaign Certificate,232,3/18/2023,1/21/2025
1499,NLP,Data Engineering,Hard,80,166,oil Certificate,31,11/29/2024,5/30/2025
1500,Hadoop,Data Engineering,Medium,57,191,happen Certificate,473,1/29/2024,1/25/2025
1501,Python,Data Engineering,Easy,17,238,professional Certificate,446,4/15/2023,12/2/2025
1502,Python,Programming,Medium,60,24,phone Certificate,110,5/8/2023,2/7/2025
1503,Hadoop,Visualization,Hard,93,362,attack Certificate,141,7/21/2022,10/28/2025
1504,Spark,Visualization,Easy,11,101,everybody Certificate,374,12/18/2022,10/18/2025
1505,AWS,Data Engineering,Easy,12,38,table Certificate,495,10/28/2022,12/28/2024
1506,PowerBI,Programming,Hard,78,15,what Certificate,184,10/3/2024,3/26/2025
1507,SQL,Data Engineering,Hard,35,127,Democrat Certificate,92,7/31/2024,8/8/2025
1508,Tableau,Data Engineering,Medium,94,247,common Certificate,227,5/19/2023,8/16/2025
1509,Data Modeling,Machine Learning,Hard,79,258,whether Certificate,164,5/21/2021,7/14/2025
1510,Kubernetes,Statistics,Easy,70,56,book Certificate,399,10/17/2023,1/5/2025
1511,Deep Learning,Programming,Medium,99,295,suffer Certificate,233,9/30/2022,5/12/2025
1512,SQL,Statistics,Hard,33,261,its Certificate,150,9/14/2021,8/13/2025
1513,Docker,Cloud,Easy,62,222,fly Certificate,444,6/18/2024,3/1/2025
1514,Deep Learning,Data Engineering,Easy,84,222,goal Certificate,61,7/19/2022,7/15/2025
1515,GCP,Data Engineering,Medium,57,156,great Certificate,297,7/11/2023,9/15/2025
1516,Kubernetes,Visualization,Hard,8,276,next Certificate,324,12/4/2022,11/10/2025
1517,Tableau,Programming,Medium,2,250,fly Certificate,255,7/11/2023,11/9/2025
1518,Docker,Programming,Hard,12,228,between Certificate,36,2/14/2023,4/30/2025
1519,Deep Learning,Statistics,Easy,83,22,design Certificate,280,11/1/2022,6/14/2025
1520,Kubernetes,Programming,Easy,53,127,part Certificate,22,5/30/2021,11/11/2025
1521,Machine Learning,Statistics,Hard,68,75,himself Certificate,196,7/11/2021,2/23/2025
1522,Kubernetes,Programming,Easy,16,389,high Certificate,241,12/7/2021,6/8/2025
1523,Docker,Data Engineering,Medium,93,206,him Certificate,425,8/8/2024,10/18/2025
1524,Data Modeling,Visualization,Medium,1,119,building Certificate,134,10/13/2021,2/3/2025
1525,Kubernetes,Machine Learning,Medium,61,105,teach Certificate,337,11/5/2021,2/17/2025
1526,Azure,Statistics,Medium,35,439,exactly Certificate,13,9/7/2021,9/28/2025
1527,Spark,Programming,Medium,62,419,yes Certificate,361,12/21/2023,5/7/2025
1528,Deep Learning,Data Engineering,Medium,87,341,development Certificate,274,10/13/2022,5/6/2025
1529,Azure,Cloud,Hard,96,116,indeed Certificate,303,4/30/2021,9/9/2025
1530,Deep Learning,Data Engineering,Easy,79,170,put Certificate,493,12/27/2022,1/31/2025
1531,NLP,Visualization,Easy,33,441,short Certificate,393,7/18/2022,2/1/2025
1532,SQL,Programming,Hard,21,56,require Certificate,400,4/27/2024,5/23/2025
1533,Hadoop,Visualization,Easy,80,367,light Certificate,227,6/22/2023,1/27/2025
1534,Spark,Programming,Medium,18,255,fight Certificate,244,10/13/2021,9/28/2025
1535,PowerBI,Data Engineering,Hard,27,135,wind Certificate,207,7/26/2021,3/5/2025
1536,Data Modeling,Programming,Medium,68,47,hope Certificate,91,2/21/2023,5/17/2025
1537,Tableau,Machine Learning,Hard,20,499,probably Certificate,49,12/25/2020,2/8/2025
1538,NLP,Programming,Hard,83,210,anyone Certificate,317,5/4/2024,10/15/2025
1539,SQL,Cloud,Easy,35,203,identify Certificate,286,1/12/2023,10/15/2025
1540,Data Modeling,Visualization,Medium,99,449,whose Certificate,440,8/30/2024,10/20/2025
1541,Deep Learning,Cloud,Hard,9,97,popular Certificate,394,7/4/2023,6/21/2025
1542,SQL,Programming,Hard,31,11,any Certificate,480,2/3/2022,7/11/2025
1543,NLP,Cloud,Hard,57,419,today Certificate,79,3/19/2023,9/29/2025
1544,PowerBI,Cloud,Easy,53,206,my Certificate,267,3/2/2023,1/10/2025
1545,Hadoop,Visualization,Easy,97,174,like Certificate,348,7/24/2023,11/27/2025
1546,SQL,Machine Learning,Medium,16,105,fill Certificate,51,1/9/2022,10/22/2025
1547,Tableau,Machine Learning,Easy,40,271,reveal Certificate,391,5/19/2021,6/16/2025
1548,Machine Learning,Statistics,Hard,66,424,from Certificate,185,11/2/2023,7/30/2025
1549,Deep Learning,Statistics,Hard,23,421,rich Certificate,211,3/19/2022,3/16/2025
1550,PowerBI,Machine Learning,Hard,26,373,million Certificate,434,1/25/2023,5/11/2025
1551,Tableau,Data Engineering,Medium,65,455,skin Certificate,406,9/9/2021,2/3/2025
1552,Azure,Programming,Easy,50,278,house Certificate,495,12/13/2021,3/19/2025
1553,PowerBI,Programming,Easy,30,417,remember Certificate,393,12/22/2023,9/26/2025
1554,Deep Learning,Programming,Hard,74,293,piece Certificate,28,6/24/2023,12/26/2024
1555,Machine Learning,Programming,Medium,58,310,local Certificate,248,9/20/2021,4/1/2025
1556,NLP,Machine Learning,Medium,25,10,task Certificate,10,4/3/2022,2/9/2025
1557,GCP,Machine Learning,Medium,94,266,same Certificate,85,1/17/2023,10/22/2025
1558,NLP,Cloud,Medium,8,61,party Certificate,9,2/21/2022,5/19/2025
1559,AWS,Data Engineering,Medium,11,43,officer Certificate,376,10/29/2024,3/11/2025
1560,Azure,Machine Learning,Hard,33,458,add Certificate,152,4/9/2022,5/6/2025
1561,Python,Machine Learning,Easy,30,486,travel Certificate,444,12/20/2021,8/3/2025
1562,Spark,Cloud,Medium,59,222,father Certificate,301,4/21/2022,7/30/2025
1563,Docker,Data Engineering,Medium,49,163,behind Certificate,308,2/24/2021,3/21/2025
1564,Tableau,Cloud,Medium,67,39,hot Certificate,368,11/11/2023,5/24/2025
1565,Machine Learning,Programming,Hard,93,385,nice Certificate,35,6/8/2021,11/10/2025
1566,NLP,Data Engineering,Easy,72,105,fly Certificate,172,11/28/2023,6/21/2025
1567,Data Modeling,Machine Learning,Hard,51,402,red Certificate,456,6/25/2023,2/20/2025
1568,Docker,Machine Learning,Hard,43,307,fire Certificate,248,10/5/2021,6/28/2025
1569,Spark,Statistics,Medium,43,60,toward Certificate,236,1/18/2024,10/23/2025
1570,Docker,Cloud,Medium,7,24,type Certificate,495,6/29/2022,4/3/2025
1571,Machine Learning,Data Engineering,Hard,97,460,institution Certificate,494,12/1/2024,12/29/2024
1572,NLP,Statistics,Hard,41,270,while Certificate,79,1/19/2024,8/29/2025
1573,AWS,Data Engineering,Hard,52,143,than Certificate,235,2/4/2022,8/30/2025
1574,Spark,Machine Learning,Hard,69,432,team Certificate,151,7/11/2022,7/26/2025
1575,Deep Learning,Programming,Hard,26,383,young Certificate,386,12/12/2021,5/28/2025
1576,GCP,Visualization,Medium,28,142,see Certificate,90,8/6/2024,10/6/2025
1577,Data Modeling,Programming,Medium,37,496,option Certificate,327,1/11/2022,4/20/2025
1578,Azure,Data Engineering,Medium,32,64,still Certificate,194,7/10/2024,1/20/2025
1579,NLP,Visualization,Medium,69,36,then Certificate,109,8/26/2023,8/16/2025
1580,GCP,Cloud,Easy,45,496,through Certificate,201,9/11/2021,11/5/2025
1581,GCP,Machine Learning,Easy,97,182,buy Certificate,148,3/10/2021,10/12/2025
1582,GCP,Visualization,Hard,58,450,identify Certificate,96,11/6/2024,8/5/2025
1583,Machine Learning,Programming,Hard,15,467,particularly Certificate,411,5/21/2022,7/1/2025
1584,Python,Statistics,Easy,73,114,yourself Certificate,362,12/29/2022,6/3/2025
1585,Docker,Machine Learning,Medium,77,489,economy Certificate,500,6/3/2023,10/13/2025
1586,SQL,Statistics,Easy,19,419,wind Certificate,191,11/20/2024,9/27/2025
1587,Machine Learning,Data Engineering,Medium,15,24,money Certificate,432,2/1/2022,9/8/2025
1588,Deep Learning,Programming,Medium,80,250,must Certificate,145,8/13/2022,4/25/2025
1589,Spark,Cloud,Medium,91,29,security Certificate,92,5/9/2021,12/30/2024
1590,Spark,Visualization,Hard,14,344,yourself Certificate,94,5/2/2024,3/29/2025
1591,NLP,Visualization,Medium,75,115,work Certificate,211,4/8/2021,2/13/2025
1592,Python,Visualization,Hard,92,323,radio Certificate,140,9/24/2023,12/20/2024
1593,PowerBI,Data Engineering,Hard,88,493,collection Certificate,298,12/4/2022,5/25/2025
1594,SQL,Cloud,Hard,33,234,system Certificate,421,9/1/2023,9/26/2025
1595,Tableau,Cloud,Medium,14,112,issue Certificate,263,1/11/2022,4/8/2025
1596,Deep Learning,Statistics,Hard,85,282,maintain Certificate,174,4/6/2022,2/9/2025
1597,Azure,Statistics,Hard,70,147,smile Certificate,26,1/4/2024,3/25/2025
